palavra,frequencia_total,frequencia_documentos
va,2,1
antagônico,2,2
antebraço,2,2
valdimir,2,2
valdiviar,2,2
valdíver,2,2
valdívia,2,2
valencia,2,1
valentim,2,2
another,2,2
anquier,2,1
anr,2,1
announced,2,2
vala,2,2
valleri,2,1
valentin,2,2
valentine,2,1
valeri,2,2
valetudo,2,2
vanglor,2,2
valorizado,2,2
valér,2,2
vampiresco,2,2
vampiro,2,2
anomalio,2,2
anophele,2,2
anistia,2,2
vanessa,2,2
vangloriase,2,2
vanusa,2,1
vanzetto,2,1
anhembi,2,2
anhembiandoniaduriz,2,1
vaquinha,2,2
anistiar,2,2
anistir,2,2
anjo,2,1
ankie,2,2
anibal,2,2
variabilidade,2,2
varoufakis,2,1
varredura,2,2
varrer,2,2
varsóver,2,1
vasalgel,2,1
vasalgelr,2,1
varenikes,2,1
ve este,2,2
vasculha,2,2
aji,2,2
angiosperma,2,1
anglosaxão,2,2
angu,2,2
angular,2,2
veemência,2,2
veg,2,1
vegetação,2,2
vecchio,2,2
angolano,2,2
angeles1932,2,1
angelici,2,1
anemia,2,1
anexam,2,1
vencemo,2,2
veja,2,2
velar,2,2
venezuelar,2,2
venezuelo,2,2
vendar,2,2
vende,2,2
vendida,2,2
ven,2,2
anfitrione,2,1
anfitriã,2,2
andrea,2,2
andrer,2,2
andrews,2,1
ventilar,2,2
ventosa,2,1
ventre,2,2
vendrani,2,1
verdejante,2,2
venturinir,2,2
ande,2,2
andorinho,2,1
vergueiro,2,2
ancor,2,1
ancorar,2,2
andador,2,1
andança,2,2
verbete,2,1
verificador,2,1
verifico,2,2
verona,2,2
veronicar,2,2
veredicto,2,2
vertebrado,2,2
analogia,2,2
analogiar,2,2
analysis,2,2
anani,2,1
anatoli,2,1
verzola,2,2
vesconi,2,1
vesel,2,1
versuser,2,2
versátil,2,2
vestibular,2,2
vestido,2,2
vestuário,2,2
vesícula,2,1
vertebral,2,2
anaheim,2,1
analisarmos,2,2
américa2013,2,2
amêndoar,2,2
amônio,2,2
viaja,2,2
vetado,2,2
veteraníssimo,2,2
viajei,2,2
vibe,2,1
viber,2,2
vibir,2,2
10º,2,2
10abr,2,2
vicar,2,1
ajudála,2,2
ajuizar,2,1
amplitude,2,2
amputar,2,2
victorio,2,2
vid,2,2
vidalii,2,1
videoclipe,2,1
viceministro,2,1
vicepresidência,2,2
viceversa,2,2
vielr,2,2
amputação,2,2
amsterdar,2,1
amyr,2,2
amoroso,2,2
vierem,2,2
viessem,2,2
viger,2,2
vigíliar,2,2
viemos,2,2
vinar,2,1
viking,2,2
villalobo,2,1
vigliano,2,1
vigorosamente,2,2
vilsonr,2,2
vinagre,2,2
amigávil,2,2
amilcar,2,2
america,2,2
americar,2,2
villard,2,2
vilson,2,2
violão,2,2
vini,2,1
vingador,2,2
amistad,2,1
violeto,2,1
ameixa,2,2
ameno,2,2
virilha,2,2
violêncio,2,2
viramos,2,2
viole,2,1
ambrogini,2,2
ambulância,2,2
ameaçador,2,2
viscoso,2,2
10s22,2,1
visit,2,2
visivelmente,2,2
virtuoso,2,2
visconde,2,2
vistos,2,2
ambev,2,2
ambientalista,2,2
amarronzar,2,2
amato,2,2
vislumbre,2,2
vissel,2,2
vistas,2,2
vistoriar,2,2
vitta,2,2
amarrei,2,2
akhenaton,2,1
akinfeev,2,1
amamos,2,2
vivenciei,2,2
vitral,2,2
vivi,2,2
vivido,2,2
vivêla,2,2
viva,2,2
vizinhança,2,2
voador,2,2
amanteigar,2,2
amapá,2,1
voltir,2,2
vls,2,1
1088,2,2
109,2,2
1098,2,1
100o,2,2
voltaria,2,2
voltemos,2,2
volterrar,2,1
amalfi,2,1
alway,2,2
always,2,2
alçadas,2,2
voluntariamente,2,2
voluntarioso,2,2
vovó,2,2
vuadenr,2,1
vulcânicas,2,2
vota,2,1
votaciónr,2,1
alçapão,2,2
alvarengar,2,2
alvarezr,2,2
alviceleste,2,1
alvarar,2,2
alvarenga,2,2
vésper,2,2
véu,2,2
vênus,2,2
vélez,2,2
altorendimento,2,1
wadi,2,1
wafer,2,1
waffles,2,1
wahhabista,2,1
walk,2,1
wallace,2,2
altheman,2,2
altivez,2,1
alpinar,2,2
wasnt,2,2
watching,2,1
wallis,2,1
walsh,2,2
alamedas,2,2
alamer,2,2
wasabi,2,1
altamiro,2,2
altar,2,2
alter,2,2
alojado,2,2
wayne,2,2
weissbier,2,2
wazari,2,1
waterfront,2,1
weltz,2,1
wenchang,2,2
weihenstephan,2,1
alonsor,2,2
welcome,2,2
well,2,1
welle,2,2
almostr,2,2
allen,2,2
alleno,2,1
werner,2,2
whopper,2,2
whisky,2,1
white,2,1
wenger,2,2
wilf,2,1
wilkinson,2,1
williamsmercedes,2,1
willie,2,2
wilmar,2,2
whitson,2,1
wittenmyer,2,1
wim,2,2
windsurfe,2,2
wine,2,2
winging,2,1
allione,2,2
allow,2,1
allyson,2,2
alléno,2,1
alkhater,2,1
wolfgang,2,2
wonders,2,1
winnipeg1999,2,2
wisard,2,2
wisconsin,2,2
wood,2,2
woodman,2,2
woolley,2,1
0x0,2,2
allain,2,2
allar,2,1
alinea,2,2
alineamadrid,2,1
alinhamento,2,2
wsu,2,1
wta,2,1
worlds,2,1
worrying,2,1
worsley,2,1
worth,2,2
wwwicesporgbrpremio,2,2
wwwrio2016orgingresso,2,1
wpp,2,1
wrecks,2,2
wsl,2,2
x37b,2,1
wyllys,2,1
aliciar,2,2
alienação,2,1
alijar,2,2
xodó,2,2
xandinho,2,2
xangai,2,2
xepa,2,2
alimente,2,2
aline,2,2
xingálo,2,2
yankee,2,1
yao,2,1
xícara,2,2
xô,2,1
yale,2,1
xinga,2,2
yangzhar,2,1
alhambra,2,1
alheirar,2,2
alhilal,2,1
yingjie,2,1
yo,2,2
yoandy,2,1
alfred,2,2
algarismo,2,2
alexandrar,2,1
younggwon,2,1
zahi,2,2
yunnan,2,2
yuriko,2,2
zaatar,2,2
zanella,2,2
zanettin,2,1
zangar,2,2
zabivaka,2,1
zagreb,2,2
zeev,2,2
alexey,2,1
alencar,2,2
zeltzer,2,1
zenilda,2,2
alento,2,2
aleppo,2,1
alessandra,2,2
aleger,2,2
zelo,2,2
zinco,2,2
zinia,2,1
zinio,2,1
zhu,2,1
alemar,2,2
zoo,2,2
zoologia,2,1
zoran,2,1
zoé,2,2
zoólogo,2,1
zumbis,2,1
£,2,1
àqueles,2,2
alegato,2,1
alcoólica,2,2
alcântar,2,2
zverev,2,1
zâmbia,2,1
árbitra,2,2
árbitros,2,2
ácer,2,2
alegam,2,2
ási,2,2
ásio,2,2
átila,2,2
08,2,2
alcaloide,2,1
ártico,2,2
albertinho,2,1
ávir,2,2
égide,2,2
épocar,2,2
áureo,2,2
alcachofra,2,2
alastrar,2,2
ímpeto,2,2
índico,2,1
índole,2,2
íngreme,2,2
íntegro,2,2
íntimo,2,2
alapivôr,2,2
010,2,1
ótico,2,1
01,2,2
05,2,2
óscar,2,2
ósseos,2,2
divertia,1,1
divertiase,1,1
diverticulite,1,1
divertimono,1,1
guard,1,1
guardacosta,1,1
guardameto,1,1
guillaume,1,1
guimarão,1,1
guerrer,1,1
guerrino,1,1
gueto,1,1
guevar,1,1
gui,1,1
guarding,1,1
guardinha,1,1
guariroba,1,1
guarujá,1,1
guayaquil1982,1,1
guayas,1,1
abissal,1,1
guilhermino,1,1
guilhotina,1,1
divertirse,1,1
divid,1,1
dividar,1,1
divided,1,1
diurético,1,1
divagar,1,1
diver,1,1
divergêncer,1,1
guillainbarré,1,1
diversir,1,1
distrofinar,1,1
distópico,1,1
ditas,1,1
guitarrista,1,1
gujarat,1,1
guliherme,1,1
guias,1,1
guiba,1,1
guidar,1,1
guieir,1,1
guloso,1,1
gum,1,1
gundy,1,1
gunfirer,1,1
guppy,1,1
gurion,1,1
guris,1,1
guincho,1,1
guio,1,1
guiomar,1,1
guiozar,1,1
diversas,1,1
527,1,1
5285029,1,1
5287,1,1
gusta,1,1
gutemberg,1,1
gutiérrezr,1,1
gutural,1,1
guyer,1,1
guzman,1,1
guzzo,1,1
guérard,1,1
gullit,1,1
gulliver,1,1
gulmira,1,1
guloseima,1,1
gänsicke,1,1
géis,1,1
gérson,1,1
guru,1,1
gurum,1,1
517843,1,1
519,1,1
5190,1,1
523,1,1
5239,1,1
524,1,1
gwanggeun,1,1
dito,1,1
diurno,1,1
distribui,1,1
distribuiçãor,1,1
distribution,1,1
distribuído,1,1
distribuídos,1,1
gymnastics,1,1
gáudio,1,1
gávio,1,1
haas,1,1
habanero,1,1
habib,1,1
habibs,1,1
habilidoso,1,1
habilitar,1,1
gíria,1,1
gói,1,1
gómez,1,1
gótico,1,1
göt,1,1
habitué,1,1
haagmans,1,1
haaretz,1,1
dissuader,1,1
distanciamento,1,1
distanciei,1,1
distender,1,1
distinguila,1,1
distonio,1,1
distorcer,1,1
distorcido,1,1
distorcir,1,1
disseram,1,1
haarlem,1,1
habte,1,1
hacer,1,1
hacier,1,1
hack,1,1
haddadr,1,1
habitada,1,1
habitado,1,1
habitarer,1,1
habitação,1,1
habito,1,1
habits,1,1
haley,1,1
hablar,1,1
disseramme,1,1
dissidência,1,1
dissimular,1,1
dissimulação,1,1
dissipar,1,1
dissipação,1,1
dissocia,1,1
dissolvia,1,1
dissonância,1,1
dispêndio,1,1
hamad,1,1
hamadi,1,1
hadnt,1,1
haemophilus,1,1
hagay,1,1
hage,1,1
hahner,1,1
hai,1,1
haifa,1,1
haji,1,1
hajo,1,1
disseaor,1,1
dissecar,1,1
disselhe,1,1
disseminario,1,1
dissemir,1,1
dissenunca,1,1
disposta,1,1
halley,1,1
halterofilista,1,1
halterofilisto,1,1
halwar,1,1
hamachi,1,1
hanspeter,1,1
hany,1,1
hap,1,1
happened,1,1
happiness,1,1
hamblin,1,1
hambúrgueres,1,1
hamine,1,1
hamlyn,1,1
handed,1,1
dispõem,1,1
dissatisfaction,1,1
haramiyids,1,1
harare,1,1
harbouring,1,1
hardened,1,1
hardly,1,1
hari,1,1
harisson,1,1
hands,1,1
hanford,1,1
hang,1,1
hanhuey,1,1
hankook,1,1
hano,1,1
hanover,1,1
hanscom,1,1
abolicionista,1,1
harlech,1,1
harlem,1,1
harm,1,1
harmoniar,1,1
harmonio,1,1
harmonizado,1,1
harold,1,1
harper,1,1
harpers,1,1
harris,1,1
haramiyaver,1,1
haramiyer,1,1
hashtags,1,1
hassan,1,1
hasta,1,1
dispusesse,1,1
disputadíssir,1,1
disputala,1,1
disputando,1,1
disputario,1,1
disputarmo,1,1
disputasse,1,1
disputer,1,1
aboler,1,1
hastir,1,1
hasty,1,1
hater,1,1
hattori,1,1
havana,1,1
haveanicebeercombr,1,1
haveanicebeercombrr,1,1
havelangeblatter,1,1
harrisio,1,1
harrison,1,1
harrods,1,1
harvardmit,1,1
harém,1,1
hashabbatr,1,1
hashimoto,1,1
hawass,1,1
hawassr,1,1
abolir,1,1
abolisse,1,1
abolição,1,1
abominável,1,1
abordamos,1,1
abordei,1,1
aborrecer,1,1
aborrecir,1,1
dispensaria,1,1
dispenso,1,1
disperse,1,1
dispersousir,1,1
hastear,1,1
hazard,1,1
he abanero,1,1
headlines,1,1
health,1,1
healthzette,1,1
heard,1,1
hebei,1,1
havent,1,1
haveria,1,1
haverio,1,1
having,1,1
havio,1,1
havíar,1,1
displayr,1,1
disporr,1,1
disenter,1,1
disfagio,1,1
disfrutór,1,1
disfuncional,1,1
disfunçãor,1,1
disguise,1,1
dismissal,1,1
dismisse,1,1
hedvig,1,1
hefner,1,1
hayes,1,1
hematopoiética,1,1
heights,1,1
heil,1,1
heinecken,1,1
heineken,1,1
heisenberg,1,1
hechinger,1,1
hechter,1,1
heckled,1,1
henningsenr,1,1
henno,1,1
heno,1,1
henri,1,1
henrikh,1,1
heliópoli,1,1
hell,1,1
helle,1,1
helman,1,1
helmond,1,1
helping,1,1
helsinque1952,1,1
hematita,1,1
hematologia,1,1
henderson,1,1
henkel,1,1
hennes,1,1
disneylândia,1,1
disparario,1,1
discriçãor,1,1
discursa,1,1
discute,1,1
discutida,1,1
discutila,1,1
discutimos,1,1
hereditária,1,1
henríquez,1,1
hepatócito,1,1
hepburn,1,1
heraldo,1,1
herbetta,1,1
henan,1,1
herdeira,1,1
discutível,1,1
discípula,1,1
discordei,1,1
discordor,1,1
discordânciar,1,1
discordâncio,1,1
discorrer,1,1
discoteco,1,1
herdeiros,1,1
here,1,1
hermanny,1,1
hermano,1,1
herme,1,1
hermes,1,1
hermeticamente,1,1
hermitage,1,1
hermético,1,1
hernan,1,1
herney,1,1
herbicido,1,1
herbáceo,1,1
herculano,1,1
hercílio,1,1
herdade,1,1
herdado,1,1
herdario,1,1
heur,1,1
herode,1,1
heroes,1,1
heroicamente,1,1
herol,1,1
heroína,1,1
heroíno,1,1
herrero,1,1
hertha,1,1
herédio,1,1
heriberto,1,1
hermannovaslukovo,1,1
discriminar,1,1
discriminatório,1,1
dirt,1,1
disagree,1,1
disarm,1,1
discar,1,1
disciplino,1,1
heteropodo,1,1
heuer,1,1
heuerr,1,1
heyerdahl,1,1
heysel,1,1
heyward,1,1
hfea,1,1
hfeo,1,1
hia,1,1
hib,1,1
hibino,1,1
hibisco,1,1
hicheur,1,1
heróis,1,1
hesitante,1,1
hesitação,1,1
diretório,1,1
direçãor,1,1
dirigido,1,1
dirimir,1,1
hidroxiapatita,1,1
hidroxiapatite,1,1
hidráulica,1,1
hidráulico,1,1
hierarquicamente,1,1
hierarquio,1,1
hexacampeão,1,1
diretorageral,1,1
diretorfinanceirar,1,1
diretos,1,1
diputado,1,1
higienizar,1,1
higienização,1,1
higiênico,1,1
higuain,1,1
hidra,1,1
hidratação,1,1
hidrofóbico,1,1
hidrogel,1,1
hidrogênio,1,1
hidrotérmico,1,1
hijab,1,1
hilal,1,1
hilario,1,1
hillel,1,1
hincapié,1,1
hindi,1,1
hieróglifo,1,1
higher,1,1
highestearning,1,1
highway,1,1
higienizada,1,1
511,1,1
4h30,1,1
4jun2016,1,1
hink,1,1
hinko,1,1
hiper,1,1
hiperativo,1,1
hiperbólico,1,1
hipercalórico,1,1
hiperrápido,1,1
hipersegregado,1,1
hipertrofiar,1,1
hipervalorizar,1,1
hiperviolenta,1,1
hirata,1,1
hirohisa,1,1
hiromi,1,1
hinds,1,1
50417118,1,1
50511508,1,1
50549999,1,1
50823167,1,1
50min35,1,1
50o,1,1
50zo12531,1,1
50ª,1,1
hipismocoisa,1,1
hipnótico,1,1
dircer,1,1
direcionamento,1,1
direct,1,1
directo,1,1
direitar,1,1
direitinho,1,1
direitodireito,1,1
dinoirir,1,1
aboubakar,1,1
hipocampar,1,1
hipólitar,1,1
hipóteses,1,1
hivr,1,1
hmm,1,1
hobbie,1,1
hisashi,1,1
hiscock,1,1
historic,1,1
historically,1,1
histozer,1,1
histérico,1,1
históriacorinthian,1,1
hiphop,1,1
hochschorner,1,1
hockey,1,1
hocking,1,1
hoffenheim,1,1
hofstadter,1,1
histórica,1,1
históricocultural,1,1
hitchcock,1,1
hitler,1,1
abr,1,1
abr2016,1,1
abra,1,1
abrahar,1,1
abrahão,1,1
abranches,1,1
abrandar,1,1
abrange,1,1
abobrinha,1,1
dio,1,1
diocle,1,1
hobbs,1,1
hochrheinbodensee,1,1
holofotes,1,1
hologramo,1,1
holy,1,1
holypasta,1,1
holzer,1,1
holístico,1,1
hombre,1,1
hombridade,1,1
hojbjerg,1,1
holcomb,1,1
holds,1,1
holerite,1,1
holey,1,1
homer,1,1
dionear,1,1
dioneio,1,1
diplomar,1,1
hominoideo,1,1
hominídeos,1,1
hollerbach,1,1
holloway,1,1
holly,1,1
hommus,1,1
homofóbicas,1,1
homosexuals,1,1
homs,1,1
homólogo,1,1
homemforte,1,1
homenageio,1,1
homenzinho,1,1
homeopático,1,1
hone,1,1
honolulu,1,1
dingr,1,1
dinheirofoi,1,1
dinis,1,1
dinoirer,1,1
honored,1,1
honoris,1,1
honorários,1,1
honorífico,1,1
dinamarqueso,1,1
dilatação,1,1
dilcher,1,1
dilma,1,1
hooters,1,1
hop,1,1
hopes,1,1
hopi,1,1
hops,1,1
hor,1,1
honduro,1,1
hortas,1,1
hortencia,1,1
hortolândir,1,1
horts,1,1
horio,1,1
horrer,1,1
honshu,1,1
honório,1,1
hood,1,1
hooter,1,1
dinagat,1,1
dinamarquesa,1,1
hortaliça,1,1
hortaliças,1,1
diluir,1,1
dilzon,1,1
dima,1,1
dimensionar,1,1
dimenstein,1,1
digitalizar,1,1
digitar,1,1
digite,1,1
digito,1,1
hortaliço,1,1
hortar,1,1
4min06s,1,1
4min08seg,1,1
diguinho,1,1
difunder,1,1
difundido,1,1
difusión,1,1
difícel,1,1
digamos,1,1
4min10s68,1,1
4min34seg,1,1
4nov2014,1,1
4x2,1,1
48ª,1,1
digerirer,1,1
dificulta,1,1
dificílimo,1,1
hospeda,1,1
hospedado,1,1
hospedeiro,1,1
hospitalar,1,1
hospitale,1,1
horrorizou,1,1
4mai2017,1,1
4mar,1,1
dietrich,1,1
dietzen,1,1
difamação,1,1
difer,1,1
hospitalização,1,1
hospício,1,1
hosszu,1,1
hosti,1,1
hosting,1,1
hostis,1,1
hortêncio,1,1
horácio,1,1
diger,1,1
httpanonovochinesorgbr,1,1
httpgooglformslbrfkryo0w,1,1
hoteleiro,1,1
hots,1,1
hotspurs,1,1
household,1,1
housing,1,1
hospitalidader,1,1
difterio,1,1
dietas,1,1
dietmar,1,1
huacatay,1,1
huajian,1,1
hubieran,1,1
hubo,1,1
huck,1,1
huelva,1,1
howell,1,1
howie,1,1
hoy,1,1
hoyama,1,1
hq,1,1
hrubeschr,1,1
hsiangwen,1,1
httprerunthevoteorg,1,1
httprvivotcdmfi,1,1
httpswwwfacebookcomslowmovie,1,1
dicaprio,1,1
dicasa,1,1
dicero,1,1
dickem,1,1
dickinson,1,1
dickinsonr,1,1
dicotômico,1,1
dida,1,1
didymos,1,1
httpwwwbaytqatarqaenregistergeneral,1,1
httpwwwtianrestaurantecombr,1,1
diamantina,1,1
diamond,1,1
dianteira,1,1
diarreiar,1,1
diaz,1,1
diabor,1,1
huitzilopochtli,1,1
hum,1,1
humanas,1,1
humane,1,1
humorado,1,1
humorar,1,1
hun,1,1
hundir,1,1
hungaroring,1,1
humanista,1,1
humanitarian,1,1
humanities,1,1
humaniza,1,1
humble,1,1
humboldt,1,1
humildemente,1,1
huey,1,1
dialético,1,1
hurshid,1,1
hurtar,1,1
hwang,1,1
hydrophylax,1,1
hygiene,1,1
hynes,1,1
hyonson,1,1
humilhantemente,1,1
humilhálo,1,1
humiliating,1,1
humita,1,1
híbrir,1,1
hídrico,1,1
hípica,1,1
diabético,1,1
diabólico,1,1
diackr,1,1
diadema,1,1
diageo,1,1
diagonal,1,1
dialoga,1,1
dialogo,1,1
hungrio,1,1
hunsaker,1,1
hunter,1,1
hülse,1,1
iae,1,1
iansã,1,1
dezenovar,1,1
diablo,1,1
devolvendoo,1,1
abrangêncio,1,1
abrasileirálo,1,1
abraçamse,1,1
hádrom,1,1
hélia,1,1
abrese,1,1
abreser,1,1
abreviaçãor,1,1
abortar,1,1
devolvido,1,1
devolvir,1,1
devotar,1,1
ibrar,1,1
hóspede,1,1
hóspeder,1,1
icasa,1,1
icc,1,1
icho,1,1
icif,1,1
iatistar,1,1
iba,1,1
ibaraki,1,1
ibbetson,1,1
ibcr,1,1
iberê,1,1
ibiapinópolis,1,1
ibirapuerar,1,1
identificála,1,1
icom,1,1
icone,1,1
ictiocola,1,1
ictiocolo,1,1
ictiologia,1,1
ibravin,1,1
ibrik,1,1
ibrir,1,1
ibti,1,1
ibv,1,1
icahn,1,1
icarus,1,1
identificado,1,1
devoto,1,1
devout,1,1
dewysea,1,1
deyiremedar,1,1
deyna,1,1
deverar,1,1
deveser,1,1
deveuse,1,1
deviase,1,1
identificandoar,1,1
ie nterest,1,1
ie nternacionale,1,1
ie ogurte,1,1
identificálo,1,1
identified,1,1
ideologio,1,1
idhm,1,1
idhr,1,1
idiotar,1,1
idishr,1,1
idealiza,1,1
idealizado,1,1
identificadas,1,1
idéia,1,1
idílico,1,1
ie ldo,1,1
devin,1,1
devolr,1,1
deuso,1,1
deutsche,1,1
deutschir,1,1
devam,1,1
devastado,1,1
ie mpele,1,1
ie nrap,1,1
ie tália,1,1
ieleno,1,1
iemanjá,1,1
ier,1,1
iffhs,1,1
ifl,1,1
ig,1,1
igle,1,1
ignacio,1,1
ignição,1,1
ignor,1,1
ido,1,1
idol,1,1
idolatrar,1,1
ignorado,1,1
ignorância,1,1
ignorâncio,1,1
igp,1,1
devauchelle,1,1
develops,1,1
detonação,1,1
detrator,1,1
detêlo,1,1
iguale,1,1
ilegítimo,1,1
ilhéu,1,1
ilicitude,1,1
igualzinho,1,1
iguanodonr,1,1
iguanodons,1,1
iguarir,1,1
iguodalo,1,1
ihkla,1,1
ijohmnr,1,1
ikerr,1,1
ilder,1,1
ilegalidader,1,1
deu,1,1
deudar,1,1
deusar,1,1
deuse,1,1
deuses,1,1
deterior,1,1
determinamos,1,1
determinaria,1,1
determined,1,1
detesto,1,1
472,1,1
detalhado,1,1
detazrr,1,1
detecta,1,1
detectado,1,1
detener,1,1
detençãor,1,1
desvendou,1,1
desver,1,1
ilustrativo,1,1
ilídio,1,1
imaginariar,1,1
imaginarmos,1,1
imaginavo,1,1
imaginer,1,1
imaging,1,1
49405,1,1
4950,1,1
497ª,1,1
499,1,1
4e jan,1,1
4fev,1,1
4h23,1,1
471,1,1
imagina,1,1
desviadas,1,1
desvier,1,1
desvir,1,1
deságio,1,1
deságuar,1,1
desço,1,1
detalhadas,1,1
destroemer,1,1
destronar,1,1
imaginares,1,1
destrutivo,1,1
destrói,1,1
desvaneceram,1,1
desvencilhar,1,1
destemir,1,1
imaginávamo,1,1
imaginávar,1,1
imami,1,1
imediatismo,1,1
imediatista,1,1
imageamento,1,1
imagen,1,1
immigrants,1,1
immunity,1,1
imoralidade,1,1
imensamente,1,1
imensurável,1,1
imersãor,1,1
iminêncer,1,1
iminência,1,1
imison,1,1
imaginálo,1,1
imped,1,1
imitando,1,1
destina,1,1
destinamos,1,1
destinationr,1,1
destitución,1,1
destravadas,1,1
desritmar,1,1
dessa,1,1
imitandoo,1,1
imitir,1,1
immanuel,1,1
imper,1,1
imperativo,1,1
imperdível,1,1
impaciênciafoi,1,1
impact,1,1
impactantes,1,1
imparável,1,1
impasses,1,1
impassível,1,1
imporse,1,1
imperturbável,1,1
impetuoso,1,1
impeça,1,1
implacável,1,1
implantada,1,1
implantado,1,1
implantei,1,1
implanto,1,1
implanttar,1,1
implantálo,1,1
implausível,1,1
impedindoo,1,1
impedirer,1,1
impeditivo,1,1
implorei,1,1
imponente,1,1
impopular,1,1
destaca,1,1
destacamentos,1,1
destacamse,1,1
destacarse,1,1
destacouse,1,1
destacável,1,1
destaqueir,1,1
desprezor,1,1
desprezível,1,1
abrila,1,1
abriramse,1,1
abrirr,1,1
importarse,1,1
importasse,1,1
abriríar,1,1
abrupta,1,1
abs,1,1
absinto,1,1
desprover,1,1
desprovir,1,1
despublicade o,1,1
despué,1,1
impossibilidade,1,1
implementir,1,1
implique,1,1
importadoro,1,1
476,1,1
47606,1,1
4777,1,1
47o,1,1
480000,1,1
4810,1,1
4886,1,1
489,1,1
461,1,1
importantíssimos,1,1
importario,1,1
despês,1,1
desqualificação,1,1
desregular,1,1
desrespeitei,1,1
desportivoro,1,1
desprendimento,1,1
despreocupar,1,1
impotente,1,1
impoverished,1,1
impregnadas,1,1
impregnar,1,1
improvised,1,1
impróprio,1,1
impugnar,1,1
impresionante,1,1
impressar,1,1
impresser,1,1
impressionantemente,1,1
impressione,1,1
impressora,1,1
imprestável,1,1
imprevisibilidade,1,1
impossibilitandoo,1,1
impossivelmente,1,1
despreze,1,1
despir,1,1
despirite,1,1
despite,1,1
despitir,1,1
despolitizar,1,1
despolitização,1,1
improbabilidade,1,1
improve,1,1
improved,1,1
improvisação,1,1
inabilitar,1,1
inacabar,1,1
impugnála,1,1
impune,1,1
impunidade,1,1
impus,1,1
impuser,1,1
impávido,1,1
impõe,1,1
desprestígio,1,1
despretensiosamente,1,1
desprezado,1,1
inaf,1,1
inaki,1,1
inalterável,1,1
inapelável,1,1
inapropriadamente,1,1
inapropriado,1,1
inaproveitar,1,1
imunizar,1,1
imunogênico,1,1
imunoterapia,1,1
imunoterápico,1,1
imunr,1,1
inauguró,1,1
despoluiçãor,1,1
desportar,1,1
desportivamente,1,1
despenco,1,1
desperately,1,1
despercebido,1,1
desperdiçamos,1,1
desperdiçando,1,1
inc,1,1
inadequada,1,1
inadimplência,1,1
incendiario,1,1
incendiário,1,1
incentiva,1,1
inativar,1,1
inato,1,1
inaugur,1,1
inauguración,1,1
inauguramo,1,1
inauguraçãor,1,1
inaugurálo,1,1
inciar,1,1
despertarar,1,1
desperto,1,1
despachadas,1,1
despacho,1,1
despedaço,1,1
despedese,1,1
despedido,1,1
despeitar,1,1
incidents,1,1
inca,1,1
incandescente,1,1
incansavelmente,1,1
incapacitado,1,1
incoerêncer,1,1
incidênciar,1,1
incisivo,1,1
incitamento,1,1
incitar,1,1
inclinado,1,1
inclino,1,1
included,1,1
incertezo,1,1
incerto,1,1
incesto,1,1
inchação,1,1
incial,1,1
incluílo,1,1
despejados,1,1
desocupação,1,1
desolar,1,1
desoner,1,1
desonesto,1,1
desonrar,1,1
desordeiro,1,1
desordenador,1,1
desordenar,1,1
incluío,1,1
inco,1,1
incoerente,1,1
incongruência,1,1
inconsciente,1,1
inconsequente,1,1
incoerência,1,1
income,1,1
incomodassem,1,1
incompatibilidade,1,1
incompetent,1,1
incompetente,1,1
incompetência,1,1
incluser,1,1
incluyó,1,1
desmotivo,1,1
incontroláveis,1,1
incontroversa,1,1
incontável,1,1
inconveniente,1,1
inconveniência,1,1
incorpora,1,1
incomível,1,1
inconcebível,1,1
inconciliável,1,1
inconclusar,1,1
inconclusivo,1,1
inconcluso,1,1
inconformado,1,1
inconformar,1,1
inconstância,1,1
inconteste,1,1
desorientar,1,1
desossar,1,1
desmogleíno,1,1
desmonte,1,1
desmontála,1,1
desmorona,1,1
desocupar,1,1
desmancham,1,1
desmancher,1,1
desmanr,1,1
desmantelariar,1,1
desmarcar,1,1
desmarginalizaçãor,1,1
desmeder,1,1
increased,1,1
incredulidade,1,1
incrementar,1,1
incriminador,1,1
incriminadora,1,1
indenizar,1,1
inculto,1,1
incumbido,1,1
incumbir,1,1
incurável,1,1
incógnita,1,1
incúriar,1,1
ind,1,1
incorporo,1,1
incorporousir,1,1
desnutrição,1,1
desobrigar,1,1
466,1,1
4667,1,1
4690,1,1
46o,1,1
46º,1,1
450000,1,1
indaiatubar,1,1
indecifrável,1,1
indeciso,1,1
indecisão,1,1
indeedr,1,1
indefectível,1,1
indefensável,1,1
indefiner,1,1
indefinido,1,1
4642,1,1
4645,1,1
desmerecedor,1,1
desmerecer,1,1
desmilinguese,1,1
deslealmente,1,1
desliga,1,1
desligamento,1,1
desligaram,1,1
deslizamento,1,1
464b,1,1
indianapoli,1,1
indianapolis,1,1
indianápoli,1,1
indianápolis,1,1
indicados,1,1
indicario,1,1
independent,1,1
independer,1,1
indesejar,1,1
indesejável,1,1
indetectável,1,1
indagação,1,1
4625,1,1
indio,1,1
indique,1,1
indir,1,1
desirir,1,1
desister,1,1
desisto,1,1
desistêncer,1,1
indistinto,1,1
desidrataçãor,1,1
designado,1,1
designação,1,1
designed,1,1
desimpedido,1,1
indiciamentar,1,1
indiciário,1,1
indico,1,1
indie,1,1
indignada,1,1
